acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
3758,C_3758,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96282.48,1,bank_a,,,,,,US,,,,,,
3759,C_3759,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63195.53,1,bank_a,,,,,,US,,,,,,
3760,C_3760,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83124.20,1,bank_a,,,,,,US,,,,,,
3761,C_3761,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86897.27,1,bank_a,,,,,,US,,,,,,
3762,C_3762,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91058.63,1,bank_a,,,,,,US,,,,,,
3763,C_3763,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78665.53,1,bank_a,,,,,,US,,,,,,
3764,C_3764,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98709.43,1,bank_a,,,,,,US,,,,,,
3765,C_3765,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98146.40,1,bank_a,,,,,,US,,,,,,
3766,C_3766,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75686.27,1,bank_a,,,,,,US,,,,,,
3767,C_3767,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72610.66,1,bank_a,,,,,,US,,,,,,
3768,C_3768,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55162.62,1,bank_a,,,,,,US,,,,,,
3769,C_3769,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79358.21,1,bank_a,,,,,,US,,,,,,
3770,C_3770,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65552.23,1,bank_a,,,,,,US,,,,,,
3771,C_3771,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84399.96,1,bank_a,,,,,,US,,,,,,
3772,C_3772,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85810.82,1,bank_a,,,,,,US,,,,,,
3773,C_3773,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93301.28,1,bank_a,,,,,,US,,,,,,
3774,C_3774,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87155.00,1,bank_a,,,,,,US,,,,,,
3775,C_3775,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90469.92,1,bank_a,,,,,,US,,,,,,
3776,C_3776,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92054.93,1,bank_a,,,,,,US,,,,,,
3777,C_3777,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99793.57,1,bank_a,,,,,,US,,,,,,
3778,C_3778,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66453.96,1,bank_a,,,,,,US,,,,,,
3779,C_3779,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79442.35,1,bank_a,,,,,,US,,,,,,
3780,C_3780,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77861.82,1,bank_a,,,,,,US,,,,,,
3781,C_3781,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78543.77,1,bank_a,,,,,,US,,,,,,
3782,C_3782,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83388.79,1,bank_a,,,,,,US,,,,,,
3783,C_3783,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96846.28,1,bank_a,,,,,,US,,,,,,
3784,C_3784,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50914.58,1,bank_a,,,,,,US,,,,,,
3785,C_3785,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65506.30,1,bank_a,,,,,,US,,,,,,
3786,C_3786,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73129.65,1,bank_a,,,,,,US,,,,,,
3787,C_3787,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75841.26,1,bank_a,,,,,,US,,,,,,
3788,C_3788,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95343.98,1,bank_a,,,,,,US,,,,,,
3789,C_3789,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,74982.11,1,bank_a,,,,,,US,,,,,,
3790,C_3790,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61825.93,1,bank_a,,,,,,US,,,,,,
3791,C_3791,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92863.53,1,bank_a,,,,,,US,,,,,,
3792,C_3792,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75735.17,1,bank_a,,,,,,US,,,,,,
3793,C_3793,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89215.02,1,bank_a,,,,,,US,,,,,,
3794,C_3794,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63205.24,1,bank_a,,,,,,US,,,,,,
3795,C_3795,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97248.09,1,bank_a,,,,,,US,,,,,,
3796,C_3796,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70069.13,1,bank_a,,,,,,US,,,,,,
3797,C_3797,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72342.68,1,bank_a,,,,,,US,,,,,,
3798,C_3798,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73837.91,1,bank_a,,,,,,US,,,,,,
3799,C_3799,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66549.18,1,bank_a,,,,,,US,,,,,,
3800,C_3800,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87929.00,1,bank_a,,,,,,US,,,,,,
3801,C_3801,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78811.45,1,bank_a,,,,,,US,,,,,,
3802,C_3802,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80174.52,1,bank_a,,,,,,US,,,,,,
3803,C_3803,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80047.65,1,bank_a,,,,,,US,,,,,,
3804,C_3804,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64720.41,1,bank_a,,,,,,US,,,,,,
3805,C_3805,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67086.12,1,bank_a,,,,,,US,,,,,,
3806,C_3806,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54558.47,1,bank_a,,,,,,US,,,,,,
3807,C_3807,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69249.85,1,bank_a,,,,,,US,,,,,,
3808,C_3808,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63113.02,1,bank_a,,,,,,US,,,,,,
3809,C_3809,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67433.68,1,bank_a,,,,,,US,,,,,,
3810,C_3810,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81236.62,1,bank_a,,,,,,US,,,,,,
3811,C_3811,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84249.91,1,bank_a,,,,,,US,,,,,,
3812,C_3812,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87424.62,1,bank_a,,,,,,US,,,,,,
3813,C_3813,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61075.25,1,bank_a,,,,,,US,,,,,,
3814,C_3814,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59153.21,1,bank_a,,,,,,US,,,,,,
3815,C_3815,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98408.41,1,bank_a,,,,,,US,,,,,,
3816,C_3816,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73323.71,1,bank_a,,,,,,US,,,,,,
3817,C_3817,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73787.80,1,bank_a,,,,,,US,,,,,,
3818,C_3818,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54151.70,1,bank_a,,,,,,US,,,,,,
3819,C_3819,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84353.57,1,bank_a,,,,,,US,,,,,,
3820,C_3820,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58623.72,1,bank_a,,,,,,US,,,,,,
3821,C_3821,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,52610.86,1,bank_a,,,,,,US,,,,,,
3822,C_3822,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62548.88,1,bank_a,,,,,,US,,,,,,
3823,C_3823,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98307.58,1,bank_a,,,,,,US,,,,,,
3824,C_3824,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66621.87,1,bank_a,,,,,,US,,,,,,
3825,C_3825,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,52851.20,1,bank_a,,,,,,US,,,,,,
3826,C_3826,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83514.75,1,bank_a,,,,,,US,,,,,,
3827,C_3827,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58701.10,1,bank_a,,,,,,US,,,,,,
3828,C_3828,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64236.55,1,bank_a,,,,,,US,,,,,,
3829,C_3829,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73806.13,1,bank_a,,,,,,US,,,,,,
3830,C_3830,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77029.72,1,bank_a,,,,,,US,,,,,,
3831,C_3831,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65142.01,1,bank_a,,,,,,US,,,,,,
3832,C_3832,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96238.47,1,bank_a,,,,,,US,,,,,,
3833,C_3833,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87891.91,1,bank_a,,,,,,US,,,,,,
3834,C_3834,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81340.35,1,bank_a,,,,,,US,,,,,,
3835,C_3835,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,53755.32,1,bank_a,,,,,,US,,,,,,
3836,C_3836,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90901.28,1,bank_a,,,,,,US,,,,,,
3837,C_3837,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91458.31,1,bank_a,,,,,,US,,,,,,
3838,C_3838,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90419.13,1,bank_a,,,,,,US,,,,,,
3839,C_3839,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91552.87,1,bank_a,,,,,,US,,,,,,
3840,C_3840,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58689.67,1,bank_a,,,,,,US,,,,,,
3841,C_3841,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94947.52,1,bank_a,,,,,,US,,,,,,
3842,C_3842,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64729.10,1,bank_a,,,,,,US,,,,,,
3843,C_3843,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63221.49,1,bank_a,,,,,,US,,,,,,
3844,C_3844,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50091.38,1,bank_a,,,,,,US,,,,,,
3845,C_3845,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57888.19,1,bank_a,,,,,,US,,,,,,
3846,C_3846,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67379.19,1,bank_a,,,,,,US,,,,,,
3847,C_3847,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61665.82,1,bank_a,,,,,,US,,,,,,
3848,C_3848,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93706.76,1,bank_a,,,,,,US,,,,,,
3849,C_3849,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,52383.28,1,bank_a,,,,,,US,,,,,,
3850,C_3850,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72258.78,1,bank_a,,,,,,US,,,,,,
3851,C_3851,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,68942.99,1,bank_a,,,,,,US,,,,,,
3852,C_3852,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93237.47,1,bank_a,,,,,,US,,,,,,
3853,C_3853,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91772.02,1,bank_a,,,,,,US,,,,,,
3854,C_3854,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66221.33,1,bank_a,,,,,,US,,,,,,
3855,C_3855,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83909.23,1,bank_a,,,,,,US,,,,,,
3856,C_3856,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72960.66,1,bank_a,,,,,,US,,,,,,
3857,C_3857,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62502.26,1,bank_a,,,,,,US,,,,,,
3858,C_3858,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84829.44,1,bank_a,,,,,,US,,,,,,
3859,C_3859,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73260.67,1,bank_a,,,,,,US,,,,,,
3860,C_3860,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84777.74,1,bank_a,,,,,,US,,,,,,
3861,C_3861,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86897.38,1,bank_a,,,,,,US,,,,,,
3862,C_3862,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78098.40,1,bank_a,,,,,,US,,,,,,
3863,C_3863,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63216.63,1,bank_a,,,,,,US,,,,,,
3864,C_3864,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,56859.09,1,bank_a,,,,,,US,,,,,,
3865,C_3865,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50524.54,1,bank_a,,,,,,US,,,,,,
3866,C_3866,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71155.40,1,bank_a,,,,,,US,,,,,,
3867,C_3867,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83029.42,1,bank_a,,,,,,US,,,,,,
3868,C_3868,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91333.82,1,bank_a,,,,,,US,,,,,,
3869,C_3869,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64244.84,1,bank_a,,,,,,US,,,,,,
3870,C_3870,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,53411.85,1,bank_a,,,,,,US,,,,,,
3871,C_3871,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,74080.92,1,bank_a,,,,,,US,,,,,,
3872,C_3872,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66923.65,1,bank_a,,,,,,US,,,,,,
3873,C_3873,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66719.34,1,bank_a,,,,,,US,,,,,,
3874,C_3874,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,52364.09,1,bank_a,,,,,,US,,,,,,
3875,C_3875,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75996.58,1,bank_a,,,,,,US,,,,,,
3876,C_3876,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72110.36,1,bank_a,,,,,,US,,,,,,
3877,C_3877,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85370.78,1,bank_a,,,,,,US,,,,,,
3878,C_3878,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83913.77,1,bank_a,,,,,,US,,,,,,
3879,C_3879,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69130.96,1,bank_a,,,,,,US,,,,,,
3880,C_3880,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,52131.83,1,bank_a,,,,,,US,,,,,,
3881,C_3881,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98578.43,1,bank_a,,,,,,US,,,,,,
3882,C_3882,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,60147.73,1,bank_a,,,,,,US,,,,,,
3883,C_3883,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86951.83,1,bank_a,,,,,,US,,,,,,
3884,C_3884,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78070.92,1,bank_a,,,,,,US,,,,,,
3885,C_3885,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51505.90,1,bank_a,,,,,,US,,,,,,
3886,C_3886,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86659.02,1,bank_a,,,,,,US,,,,,,
3887,C_3887,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98622.33,1,bank_a,,,,,,US,,,,,,
3888,C_3888,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57484.64,1,bank_a,,,,,,US,,,,,,
3889,C_3889,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85767.35,1,bank_a,,,,,,US,,,,,,
3890,C_3890,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78602.43,1,bank_a,,,,,,US,,,,,,
3891,C_3891,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77033.67,1,bank_a,,,,,,US,,,,,,
3892,C_3892,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71675.57,1,bank_a,,,,,,US,,,,,,
3893,C_3893,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72335.25,1,bank_a,,,,,,US,,,,,,
3894,C_3894,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58598.32,1,bank_a,,,,,,US,,,,,,
3895,C_3895,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,68034.73,1,bank_a,,,,,,US,,,,,,
3896,C_3896,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83773.31,1,bank_a,,,,,,US,,,,,,
3897,C_3897,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92454.61,1,bank_a,,,,,,US,,,,,,
3898,C_3898,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86806.49,1,bank_a,,,,,,US,,,,,,
3899,C_3899,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81312.58,1,bank_a,,,,,,US,,,,,,
3900,C_3900,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61450.60,1,bank_a,,,,,,US,,,,,,
3901,C_3901,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50273.63,1,bank_a,,,,,,US,,,,,,
3902,C_3902,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92914.09,1,bank_a,,,,,,US,,,,,,
3903,C_3903,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,88318.32,1,bank_a,,,,,,US,,,,,,
3904,C_3904,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97339.31,1,bank_a,,,,,,US,,,,,,
3905,C_3905,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,56787.83,1,bank_a,,,,,,US,,,,,,
3906,C_3906,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98696.25,1,bank_a,,,,,,US,,,,,,
3907,C_3907,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66505.20,1,bank_a,,,,,,US,,,,,,
3908,C_3908,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78189.58,1,bank_a,,,,,,US,,,,,,
3909,C_3909,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50968.48,1,bank_a,,,,,,US,,,,,,
3910,C_3910,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89721.93,1,bank_a,,,,,,US,,,,,,
3911,C_3911,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96748.13,1,bank_a,,,,,,US,,,,,,
3912,C_3912,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97312.60,1,bank_a,,,,,,US,,,,,,
3913,C_3913,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57746.19,1,bank_a,,,,,,US,,,,,,
3914,C_3914,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,56977.47,1,bank_a,,,,,,US,,,,,,
3915,C_3915,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77387.85,1,bank_a,,,,,,US,,,,,,
3916,C_3916,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70372.43,1,bank_a,,,,,,US,,,,,,
3917,C_3917,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50936.41,1,bank_a,,,,,,US,,,,,,
3918,C_3918,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64410.65,1,bank_a,,,,,,US,,,,,,
3919,C_3919,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,88935.03,1,bank_a,,,,,,US,,,,,,
3920,C_3920,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,88212.18,1,bank_a,,,,,,US,,,,,,
3921,C_3921,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61862.33,1,bank_a,,,,,,US,,,,,,
3922,C_3922,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95966.97,1,bank_a,,,,,,US,,,,,,
3923,C_3923,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,68379.08,1,bank_a,,,,,,US,,,,,,
3924,C_3924,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,88481.20,1,bank_a,,,,,,US,,,,,,
3925,C_3925,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67117.68,1,bank_a,,,,,,US,,,,,,
3926,C_3926,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99315.40,1,bank_a,,,,,,US,,,,,,
3927,C_3927,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83810.64,1,bank_a,,,,,,US,,,,,,
3928,C_3928,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,68547.84,1,bank_a,,,,,,US,,,,,,
3929,C_3929,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,53235.73,1,bank_a,,,,,,US,,,,,,
3930,C_3930,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59386.16,1,bank_a,,,,,,US,,,,,,
3931,C_3931,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97356.97,1,bank_a,,,,,,US,,,,,,
3932,C_3932,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78757.85,1,bank_a,,,,,,US,,,,,,
3933,C_3933,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89990.75,1,bank_a,,,,,,US,,,,,,
3934,C_3934,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,60640.01,1,bank_a,,,,,,US,,,,,,
3935,C_3935,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,76218.49,1,bank_a,,,,,,US,,,,,,
3936,C_3936,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80014.42,1,bank_a,,,,,,US,,,,,,
3937,C_3937,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96949.53,1,bank_a,,,,,,US,,,,,,
3938,C_3938,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75279.01,1,bank_a,,,,,,US,,,,,,
3939,C_3939,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96195.72,1,bank_a,,,,,,US,,,,,,
